Pixel 0, Pixel 1, Pixel 2, Pixel 3, Pixel 4, Pixel 5, Pixel 6, Pixel 7, Pixel 8, Pixel 9, Pixel 10, Pixel 11, Pixel 12, Pixel 13, Pixel 14, Pixel 15, Pixel 16, Pixel 17, Pixel 18, Pixel 19, Pixel 20, Pixel 21, Pixel 22, Pixel 23, Pixel 24, Pixel 25, Pixel 26, Pixel 27, Pixel 28, Pixel 29, Pixel 30, Pixel 31, Pixel 32, Pixel 33, Pixel 34, Pixel 35, Pixel 36, Pixel 37, Pixel 38, Pixel 39, Pixel 40, Pixel 41, Pixel 42, Pixel 43, Pixel 44, Pixel 45, Pixel 46, Pixel 47, Pixel 48, Pixel 49, Pixel 50, Pixel 51, Pixel 52, Pixel 53, Pixel 54, Pixel 55, Pixel 56, Pixel 57, Pixel 58, Pixel 59, Pixel 60, Pixel 61, Pixel 62, Pixel 63, Thermistor, Timestamp
25.000 ,25.500 ,24.000 ,23.000 ,20.500 ,20.750 ,20.000 ,20.000 ,23.250 ,23.500 ,22.500 ,23.000 ,20.250 ,20.750 ,20.750 ,21.000 ,21.500 ,21.500 ,21.500 ,20.750 ,20.750 ,20.250 ,21.250 ,21.500 ,21.250 ,20.500 ,21.000 ,20.000 ,20.500 ,20.250 ,20.250 ,21.750 ,20.750 ,20.250 ,20.250 ,20.750 ,20.500 ,20.750 ,20.500 ,20.250 ,21.250 ,19.750 ,20.000 ,20.000 ,20.500 ,20.250 ,21.000 ,20.750 ,20.750 ,20.250 ,20.000 ,19.500 ,20.750 ,20.750 ,21.250 ,21.500 ,21.750 ,20.750 ,19.500 ,20.250 ,20.000 ,19.500 ,20.500 ,21.250 ,24.3125 ,17:12:35.928
25.500 ,25.250 ,24.500 ,23.250 ,21.000 ,21.250 ,21.000 ,20.750 ,22.750 ,23.250 ,23.250 ,24.250 ,21.000 ,20.750 ,21.000 ,21.250 ,22.000 ,21.250 ,21.750 ,21.250 ,20.500 ,20.250 ,21.250 ,21.250 ,20.500 ,21.250 ,20.750 ,21.000 ,20.000 ,20.500 ,20.250 ,20.750 ,20.500 ,20.750 ,20.000 ,20.500 ,21.000 ,20.500 ,20.500 ,20.250 ,20.750 ,20.500 ,20.250 ,20.250 ,21.250 ,20.250 ,21.000 ,21.000 ,20.750 ,20.750 ,21.000 ,20.000 ,20.000 ,20.500 ,20.500 ,21.750 ,21.500 ,20.250 ,19.250 ,19.500 ,18.750 ,20.000 ,20.500 ,21.000 ,24.3750 ,17:12:36.028
24.500 ,25.000 ,24.250 ,23.250 ,21.000 ,19.750 ,19.750 ,20.250 ,22.500 ,23.250 ,22.500 ,22.750 ,20.000 ,20.250 ,21.000 ,21.000 ,21.750 ,20.750 ,21.500 ,21.000 ,20.500 ,20.250 ,20.750 ,21.000 ,21.000 ,21.000 ,20.250 ,20.500 ,20.250 ,20.250 ,20.000 ,20.750 ,20.000 ,20.500 ,20.250 ,20.500 ,20.500 ,20.250 ,20.250 ,19.500 ,21.250 ,20.250 ,20.000 ,20.250 ,20.000 ,19.500 ,21.000 ,21.000 ,20.500 ,20.250 ,20.000 ,20.000 ,20.250 ,20.500 ,20.500 ,20.750 ,20.750 ,20.250 ,19.500 ,20.000 ,19.500 ,19.500 ,20.000 ,21.250 ,24.3750 ,17:12:36.128
24.500 ,25.250 ,24.250 ,23.250 ,20.750 ,20.250 ,19.750 ,20.250 ,22.500 ,23.750 ,22.250 ,22.500 ,20.000 ,20.250 ,20.500 ,21.000 ,21.750 ,21.250 ,21.750 ,21.000 ,20.250 ,20.500 ,20.750 ,21.000 ,21.500 ,21.250 ,20.500 ,20.750 ,20.500 ,20.250 ,20.750 ,21.000 ,20.250 ,20.500 ,20.000 ,20.750 ,20.750 ,20.500 ,21.000 ,20.000 ,21.250 ,20.250 ,20.000 ,20.500 ,20.000 ,21.000 ,20.750 ,20.500 ,20.000 ,20.500 ,19.250 ,20.000 ,20.250 ,21.250 ,21.500 ,21.250 ,21.750 ,20.000 ,20.250 ,20.000 ,20.000 ,19.750 ,21.000 ,20.500 ,24.3125 ,17:12:36.229
25.000 ,25.250 ,24.000 ,23.000 ,20.750 ,19.750 ,20.000 ,20.250 ,23.250 ,23.500 ,22.250 ,23.250 ,20.000 ,20.250 ,20.500 ,21.500 ,21.250 ,21.250 ,21.750 ,21.000 ,20.250 ,20.250 ,20.750 ,21.250 ,21.500 ,20.500 ,20.750 ,20.500 ,20.250 ,20.250 ,20.500 ,21.000 ,20.000 ,20.500 ,20.250 ,20.250 ,20.500 ,20.750 ,20.500 ,20.250 ,21.750 ,20.250 ,19.250 ,20.000 ,20.500 ,20.500 ,20.250 ,21.250 ,21.500 ,20.500 ,20.500 ,20.000 ,20.250 ,21.000 ,20.750 ,21.750 ,20.750 ,20.250 ,20.000 ,20.000 ,20.000 ,19.750 ,20.750 ,21.250 ,24.3125 ,17:12:36.331
24.750 ,25.500 ,24.500 ,23.500 ,20.750 ,20.250 ,20.000 ,20.500 ,23.250 ,23.250 ,22.750 ,23.000 ,20.250 ,20.500 ,20.500 ,21.250 ,21.250 ,21.250 ,22.000 ,21.000 ,21.000 ,20.500 ,21.000 ,21.250 ,21.000 ,20.750 ,20.250 ,20.750 ,20.750 ,20.500 ,20.750 ,20.500 ,20.000 ,20.750 ,20.000 ,20.250 ,20.750 ,20.250 ,20.500 ,20.000 ,20.750 ,19.750 ,20.000 ,20.000 ,20.500 ,20.000 ,21.250 ,21.250 ,20.000 ,20.500 ,20.000 ,20.250 ,20.000 ,21.000 ,20.750 ,21.750 ,21.250 ,20.750 ,20.500 ,19.000 ,19.000 ,19.250 ,21.000 ,21.250 ,24.3125 ,17:12:36.430
24.750 ,26.000 ,24.750 ,23.000 ,20.750 ,20.750 ,20.750 ,20.500 ,23.250 ,23.250 ,22.500 ,23.250 ,20.750 ,20.250 ,20.750 ,21.250 ,22.500 ,21.250 ,21.750 ,21.500 ,20.750 ,20.250 ,21.000 ,21.000 ,21.250 ,21.250 ,20.750 ,20.500 ,20.250 ,21.000 ,21.250 ,20.750 ,20.250 ,20.500 ,20.250 ,20.750 ,21.000 ,20.000 ,21.250 ,19.750 ,21.250 ,20.500 ,19.250 ,20.750 ,20.750 ,20.250 ,21.000 ,20.750 ,21.000 ,20.750 ,19.500 ,20.000 ,20.000 ,20.500 ,21.000 ,21.500 ,20.750 ,20.500 ,19.750 ,19.750 ,19.750 ,19.500 ,20.500 ,21.500 ,24.3750 ,17:12:36.531
24.750 ,25.500 ,24.000 ,23.250 ,20.750 ,20.000 ,19.250 ,20.000 ,22.250 ,23.250 ,22.000 ,22.500 ,19.750 ,20.500 ,20.250 ,21.000 ,22.000 ,20.750 ,21.000 ,20.750 ,20.750 ,20.000 ,19.750 ,21.750 ,21.250 ,20.750 ,20.000 ,20.000 ,20.000 ,20.500 ,20.500 ,21.000 ,20.250 ,20.000 ,19.750 ,20.250 ,20.250 ,20.250 ,20.000 ,20.000 ,21.250 ,20.000 ,20.000 ,20.000 ,20.500 ,19.750 ,20.000 ,21.000 ,20.250 ,19.750 ,19.000 ,19.750 ,19.500 ,21.000 ,21.000 ,20.750 ,21.250 ,20.750 ,19.000 ,19.250 ,19.500 ,20.000 ,20.500 ,20.250 ,24.3125 ,17:12:36.631
24.500 ,26.000 ,24.000 ,23.000 ,21.000 ,20.000 ,20.250 ,20.250 ,21.750 ,23.000 ,22.500 ,22.750 ,20.000 ,20.750 ,21.000 ,21.500 ,21.500 ,20.250 ,21.500 ,21.500 ,21.000 ,20.750 ,20.750 ,22.000 ,21.250 ,21.750 ,20.250 ,21.000 ,20.500 ,20.000 ,20.750 ,21.000 ,21.000 ,20.250 ,20.250 ,20.500 ,20.250 ,20.500 ,21.000 ,20.250 ,21.250 ,20.750 ,20.250 ,20.250 ,20.750 ,20.250 ,20.500 ,21.500 ,19.750 ,20.250 ,19.750 ,20.500 ,20.250 ,21.000 ,20.750 ,21.000 ,20.500 ,20.250 ,19.500 ,20.000 ,19.750 ,19.750 ,20.500 ,21.250 ,24.3125 ,17:12:36.733
25.000 ,25.250 ,24.500 ,23.250 ,20.750 ,20.750 ,20.250 ,20.250 ,22.750 ,24.000 ,22.250 ,23.250 ,20.000 ,20.500 ,20.500 ,21.500 ,21.500 ,21.000 ,21.250 ,21.250 ,21.000 ,20.250 ,21.000 ,21.250 ,21.750 ,21.250 ,20.750 ,20.250 ,20.500 ,20.250 ,20.250 ,20.750 ,20.500 ,20.000 ,19.750 ,20.500 ,20.250 ,20.250 ,20.500 ,20.000 ,21.250 ,20.500 ,20.250 ,20.500 ,20.750 ,20.500 ,20.750 ,21.500 ,20.750 ,20.500 ,20.500 ,20.000 ,20.250 ,20.500 ,20.750 ,21.500 ,21.750 ,21.000 ,19.750 ,19.500 ,20.000 ,19.750 ,20.500 ,21.750 ,24.3750 ,17:12:36.833
25.000 ,25.750 ,25.000 ,23.250 ,21.250 ,20.250 ,19.500 ,20.750 ,22.250 ,23.500 ,22.500 ,23.250 ,20.000 ,20.000 ,20.500 ,21.000 ,21.500 ,21.000 ,21.500 ,21.250 ,20.750 ,20.750 ,20.750 ,20.750 ,21.250 ,21.250 ,20.750 ,20.500 ,20.250 ,20.500 ,19.500 ,21.000 ,20.500 ,20.500 ,20.250 ,20.000 ,20.750 ,21.000 ,21.000 ,20.000 ,21.500 ,20.000 ,20.500 ,20.250 ,20.500 ,19.500 ,21.000 ,20.750 ,20.250 ,20.250 ,20.500 ,20.000 ,19.750 ,21.500 ,20.500 ,21.000 ,21.500 ,20.250 ,19.500 ,20.000 ,19.500 ,19.250 ,20.500 ,21.250 ,24.3125 ,17:12:36.933
25.000 ,25.750 ,24.000 ,23.250 ,20.750 ,20.000 ,20.000 ,21.000 ,22.250 ,23.000 ,22.500 ,23.000 ,20.250 ,21.250 ,20.750 ,21.250 ,22.250 ,21.250 ,22.000 ,21.250 ,21.000 ,20.500 ,21.000 ,21.250 ,20.750 ,21.250 ,20.500 ,21.250 ,20.750 ,20.750 ,20.250 ,21.750 ,20.750 ,20.250 ,20.000 ,20.250 ,21.000 ,20.500 ,21.000 ,20.250 ,21.250 ,20.500 ,19.750 ,20.250 ,20.250 ,20.250 ,20.750 ,21.000 ,20.500 ,21.000 ,20.000 ,19.750 ,20.250 ,21.500 ,21.000 ,21.500 ,20.750 ,20.500 ,20.250 ,19.750 ,19.250 ,20.000 ,21.000 ,20.750 ,24.3750 ,17:12:37.035
25.250 ,25.250 ,24.250 ,22.500 ,20.750 ,19.750 ,20.250 ,20.500 ,22.250 ,23.000 ,21.500 ,22.750 ,19.500 ,20.500 ,20.000 ,21.250 ,21.500 ,20.750 ,21.500 ,21.000 ,19.750 ,20.250 ,20.250 ,21.500 ,20.750 ,21.250 ,19.750 ,20.000 ,20.250 ,20.750 ,20.250 ,21.000 ,21.000 ,20.250 ,20.000 ,20.500 ,20.500 ,20.500 ,21.000 ,20.000 ,20.750 ,20.250 ,19.750 ,19.250 ,20.000 ,19.250 ,21.250 ,21.250 ,20.750 ,20.500 ,20.000 ,19.750 ,19.750 ,20.500 ,20.000 ,22.000 ,20.500 ,18.500 ,19.250 ,19.500 ,20.500 ,19.500 ,20.250 ,21.000 ,24.3750 ,17:12:37.136
25.250 ,25.250 ,25.000 ,22.750 ,20.750 ,19.750 ,20.000 ,20.000 ,23.000 ,24.000 ,22.500 ,23.250 ,20.500 ,20.500 ,20.000 ,21.000 ,22.750 ,21.250 ,22.000 ,21.250 ,21.500 ,20.000 ,20.500 ,21.500 ,21.250 ,21.500 ,21.000 ,20.750 ,20.500 ,20.250 ,20.750 ,21.000 ,21.000 ,20.750 ,19.750 ,20.750 ,20.500 ,20.750 ,20.750 ,20.000 ,21.500 ,20.250 ,19.500 ,20.250 ,20.750 ,20.250 ,20.750 ,21.750 ,20.500 ,20.750 ,20.500 ,20.500 ,19.750 ,21.000 ,21.250 ,20.750 ,21.500 ,19.750 ,20.000 ,19.750 ,20.500 ,19.500 ,21.250 ,21.000 ,24.3750 ,17:12:37.235
24.500 ,25.250 ,24.750 ,23.500 ,20.750 ,20.500 ,20.250 ,20.000 ,22.250 ,23.500 ,22.500 ,23.000 ,20.250 ,20.750 ,21.250 ,20.750 ,22.000 ,20.750 ,21.750 ,21.750 ,21.000 ,20.500 ,20.500 ,22.000 ,21.500 ,21.250 ,20.500 ,20.250 ,20.500 ,20.750 ,21.000 ,20.750 ,21.000 ,20.500 ,20.500 ,20.250 ,20.750 ,20.250 ,20.250 ,19.750 ,21.250 ,20.500 ,19.750 ,20.500 ,20.750 ,20.500 ,20.250 ,20.750 ,20.250 ,20.750 ,20.000 ,20.250 ,20.500 ,20.500 ,21.000 ,21.500 ,21.000 ,20.000 ,20.250 ,19.250 ,20.500 ,19.750 ,21.500 ,21.250 ,24.3750 ,17:12:37.336
25.500 ,25.500 ,24.750 ,23.250 ,20.500 ,20.750 ,20.000 ,20.250 ,22.750 ,23.750 ,22.750 ,22.750 ,20.500 ,20.250 ,20.750 ,21.250 ,21.750 ,21.000 ,21.750 ,20.750 ,20.750 ,20.000 ,21.000 ,21.250 ,21.000 ,21.000 ,20.500 ,20.250 ,20.750 ,20.250 ,21.250 ,21.250 ,20.500 ,20.250 ,20.250 ,20.250 ,21.250 ,20.750 ,21.500 ,20.500 ,21.500 ,20.500 ,20.250 ,20.500 ,20.500 ,20.500 ,20.750 ,21.500 ,20.000 ,20.250 ,20.000 ,19.750 ,19.750 ,20.250 ,20.750 ,21.750 ,21.000 ,20.750 ,19.750 ,19.250 ,20.250 ,19.500 ,21.250 ,21.000 ,24.3750 ,17:12:37.436
25.250 ,25.500 ,24.500 ,23.250 ,22.000 ,20.750 ,20.000 ,20.250 ,23.250 ,23.500 ,22.250 ,23.000 ,20.000 ,20.750 ,20.750 ,21.250 ,21.250 ,21.000 ,21.500 ,20.750 ,20.750 ,20.250 ,21.000 ,21.500 ,21.000 ,21.500 ,21.250 ,20.250 ,20.250 ,20.250 ,20.250 ,21.250 ,20.750 ,20.500 ,19.750 ,20.500 ,20.500 ,20.500 ,21.000 ,19.750 ,21.250 ,20.250 ,19.750 ,20.250 ,20.250 ,19.750 ,21.500 ,21.750 ,20.750 ,20.250 ,20.500 ,20.250 ,20.500 ,21.500 ,21.000 ,21.250 ,21.750 ,20.500 ,20.750 ,20.000 ,19.750 ,19.500 ,20.000 ,21.000 ,24.3750 ,17:12:37.538
24.500 ,25.250 ,23.750 ,23.500 ,21.000 ,20.500 ,19.250 ,19.750 ,22.000 ,23.000 ,22.000 ,22.750 ,20.250 ,20.000 ,19.750 ,20.500 ,21.250 ,20.500 ,21.750 ,20.500 ,20.250 ,20.250 ,20.500 ,21.250 ,20.750 ,21.250 ,20.750 ,20.500 ,20.250 ,20.000 ,20.250 ,21.000 ,20.250 ,20.250 ,20.000 ,20.500 ,20.500 ,20.250 ,20.500 ,19.250 ,20.750 ,19.500 ,19.250 ,19.500 ,20.500 ,20.750 ,20.500 ,20.750 ,19.750 ,20.000 ,19.500 ,19.750 ,19.750 ,20.000 ,20.250 ,20.750 ,21.750 ,20.000 ,19.750 ,19.750 ,19.250 ,19.250 ,20.000 ,20.750 ,24.3750 ,17:12:37.639
25.500 ,25.500 ,24.750 ,23.500 ,20.750 ,20.750 ,20.250 ,20.250 ,23.250 ,23.500 ,22.500 ,23.000 ,19.750 ,20.750 ,20.750 ,21.750 ,21.500 ,21.250 ,21.500 ,21.000 ,20.250 ,20.000 ,21.000 ,21.250 ,21.250 ,21.500 ,20.750 ,20.250 ,20.500 ,20.500 ,21.000 ,21.250 ,20.500 ,20.250 ,20.500 ,20.500 ,20.000 ,21.000 ,21.250 ,19.750 ,21.250 ,21.500 ,20.250 ,20.750 ,20.250 ,20.500 ,20.750 ,21.500 ,20.750 ,21.000 ,20.750 ,20.000 ,20.000 ,21.250 ,21.000 ,21.500 ,21.750 ,20.250 ,20.250 ,20.250 ,20.000 ,20.000 ,20.750 ,21.500 ,24.3750 ,17:12:37.739
24.500 ,25.000 ,23.500 ,23.000 ,20.500 ,20.500 ,20.000 ,19.750 ,22.500 ,23.250 ,21.750 ,22.750 ,20.500 ,20.000 ,20.750 ,21.000 ,21.250 ,21.250 ,21.000 ,21.250 ,20.500 ,20.000 ,20.250 ,21.250 ,21.250 ,21.000 ,20.500 ,20.250 ,20.500 ,20.250 ,20.750 ,21.250 ,20.250 ,20.250 ,19.750 ,20.750 ,20.500 ,20.750 ,21.000 ,20.500 ,21.500 ,20.750 ,20.250 ,20.250 ,21.000 ,19.500 ,21.000 ,21.500 ,20.250 ,20.500 ,20.250 ,20.500 ,20.250 ,21.250 ,21.000 ,21.500 ,21.750 ,21.000 ,19.500 ,20.250 ,19.750 ,19.750 ,21.250 ,20.750 ,24.3125 ,17:12:37.839
24.500 ,24.750 ,24.000 ,23.000 ,20.750 ,21.000 ,20.250 ,20.250 ,23.250 ,23.500 ,22.250 ,22.750 ,20.500 ,20.750 ,20.750 ,21.750 ,21.750 ,20.750 ,22.500 ,21.000 ,20.750 ,20.500 ,20.750 ,21.500 ,21.250 ,21.000 ,20.250 ,20.250 ,20.500 ,20.250 ,20.250 ,21.000 ,20.000 ,20.250 ,20.000 ,20.500 ,20.750 ,21.000 ,20.750 ,20.250 ,21.250 ,19.500 ,20.250 ,20.000 ,20.250 ,20.000 ,20.750 ,21.250 ,21.000 ,20.250 ,20.500 ,19.750 ,20.500 ,21.000 ,21.000 ,20.750 ,21.250 ,20.000 ,19.500 ,20.000 ,19.500 ,20.250 ,21.250 ,21.750 ,24.3125 ,17:12:37.939
25.000 ,25.500 ,24.500 ,23.250 ,20.750 ,20.500 ,19.250 ,20.500 ,23.250 ,23.750 ,23.000 ,23.250 ,20.000 ,21.000 ,20.750 ,21.000 ,22.000 ,21.500 ,21.750 ,20.750 ,20.250 ,20.500 ,20.750 ,21.000 ,21.250 ,21.500 ,20.750 ,20.500 ,20.250 ,20.250 ,20.250 ,21.000 ,20.750 ,20.500 ,20.000 ,20.500 ,20.500 ,20.500 ,21.000 ,20.500 ,21.500 ,20.250 ,19.500 ,20.000 ,20.000 ,20.500 ,20.500 ,20.750 ,20.000 ,21.000 ,20.500 ,20.500 ,19.500 ,20.750 ,21.000 ,21.000 ,21.500 ,21.000 ,20.000 ,19.750 ,19.250 ,19.250 ,20.000 ,21.000 ,24.3750 ,17:12:38.040
24.750 ,25.000 ,24.000 ,22.750 ,20.750 ,20.750 ,19.500 ,20.250 ,22.000 ,24.000 ,22.000 ,22.750 ,20.000 ,20.500 ,20.000 ,21.000 ,21.250 ,21.000 ,21.500 ,20.750 ,20.000 ,20.000 ,20.500 ,21.500 ,21.250 ,21.000 ,20.500 ,20.500 ,20.250 ,19.750 ,20.500 ,21.000 ,20.250 ,21.000 ,19.750 ,20.500 ,20.250 ,20.250 ,20.500 ,20.000 ,21.000 ,20.250 ,19.750 ,20.500 ,20.250 ,20.000 ,20.750 ,20.250 ,21.250 ,20.000 ,20.000 ,19.500 ,20.250 ,20.500 ,20.750 ,21.250 ,20.250 ,19.750 ,19.750 ,19.250 ,19.750 ,19.750 ,20.250 ,20.250 ,24.3750 ,17:12:38.141
25.250 ,24.750 ,23.750 ,23.250 ,21.000 ,20.000 ,20.000 ,20.500 ,23.000 ,23.250 ,22.500 ,23.250 ,20.000 ,20.750 ,20.250 ,21.250 ,22.250 ,21.000 ,21.500 ,20.500 ,20.250 ,20.750 ,20.500 ,21.750 ,21.250 ,21.250 ,20.500 ,20.000 ,20.250 ,20.500 ,20.500 ,20.750 ,20.500 ,20.250 ,20.750 ,20.250 ,21.000 ,20.750 ,20.750 ,20.000 ,21.000 ,20.000 ,20.250 ,19.750 ,20.500 ,20.500 ,20.500 ,21.750 ,20.750 ,21.000 ,20.000 ,20.000 ,19.750 ,20.750 ,21.000 ,21.500 ,22.000 ,20.250 ,20.500 ,20.000 ,19.750 ,19.750 ,20.750 ,21.250 ,24.3125 ,17:12:38.241
24.750 ,25.750 ,24.000 ,23.000 ,21.250 ,20.500 ,20.000 ,20.250 ,23.750 ,23.250 ,23.000 ,23.000 ,20.250 ,20.500 ,20.500 ,21.250 ,21.750 ,21.000 ,21.500 ,21.000 ,20.750 ,20.750 ,20.250 ,21.250 ,20.750 ,21.000 ,20.750 ,20.000 ,20.000 ,20.000 ,21.000 ,21.500 ,21.000 ,20.250 ,20.750 ,20.750 ,21.000 ,20.250 ,21.000 ,19.500 ,21.750 ,20.750 ,19.500 ,20.500 ,20.500 ,20.250 ,21.250 ,20.750 ,22.000 ,20.500 ,20.500 ,20.000 ,20.250 ,20.750 ,20.500 ,21.750 ,21.500 ,20.750 ,20.000 ,20.250 ,20.000 ,20.250 ,20.500 ,21.500 ,24.3125 ,17:12:38.343
24.000 ,25.250 ,24.250 ,23.500 ,20.500 ,20.750 ,19.750 ,20.750 ,22.750 ,23.250 ,22.250 ,23.000 ,20.250 ,20.750 ,20.500 ,21.250 ,21.250 ,21.250 ,21.500 ,21.000 ,20.750 ,20.000 ,21.000 ,21.500 ,21.750 ,20.750 ,20.500 ,20.750 ,20.750 ,21.000 ,20.500 ,20.750 ,20.500 ,20.000 ,19.750 ,20.250 ,20.500 ,20.750 ,20.750 ,20.250 ,21.000 ,20.500 ,20.250 ,20.250 ,20.250 ,20.000 ,21.000 ,20.500 ,21.000 ,20.500 ,20.250 ,20.000 ,20.000 ,21.250 ,21.250 ,21.500 ,20.750 ,20.250 ,20.000 ,19.750 ,20.250 ,20.000 ,20.500 ,21.250 ,24.3125 ,17:12:38.443
25.000 ,25.250 ,23.750 ,23.250 ,20.750 ,20.750 ,19.500 ,21.500 ,22.750 ,23.750 ,22.750 ,22.750 ,19.750 ,21.000 ,21.000 ,21.250 ,22.500 ,21.000 ,22.000 ,21.250 ,20.750 ,20.500 ,20.750 ,22.000 ,21.250 ,21.250 ,21.000 ,20.250 ,20.000 ,20.000 ,20.750 ,20.750 ,20.750 ,20.250 ,20.000 ,21.250 ,21.000 ,20.500 ,21.000 ,20.750 ,21.750 ,20.250 ,20.000 ,19.500 ,20.500 ,20.250 ,20.500 ,20.750 ,20.250 ,20.250 ,20.750 ,20.250 ,19.750 ,20.500 ,21.250 ,21.500 ,21.250 ,20.500 ,20.000 ,19.500 ,19.750 ,20.000 ,21.000 ,20.750 ,24.3750 ,17:12:38.543
25.000 ,24.750 ,24.500 ,22.750 ,21.000 ,20.250 ,19.750 ,20.250 ,22.250 ,22.750 ,22.000 ,22.750 ,19.750 ,20.250 ,20.500 ,21.000 ,21.250 ,21.250 ,21.750 ,20.750 ,20.250 ,20.000 ,20.250 ,21.250 ,21.250 ,20.750 ,20.750 ,20.500 ,20.000 ,19.500 ,20.250 ,20.250 ,20.000 ,19.750 ,19.750 ,20.500 ,20.750 ,20.250 ,20.500 ,19.750 ,21.250 ,20.000 ,20.000 ,20.250 ,19.750 ,19.750 ,20.000 ,21.000 ,20.250 ,20.000 ,19.250 ,19.250 ,19.750 ,20.750 ,21.000 ,21.250 ,21.000 ,19.500 ,19.250 ,19.500 ,19.250 ,19.000 ,20.000 ,21.000 ,24.3125 ,17:12:38.645
25.250 ,25.250 ,24.750 ,23.000 ,21.250 ,20.750 ,19.750 ,20.250 ,22.000 ,23.250 ,22.250 ,22.750 ,19.750 ,20.500 ,20.500 ,21.000 ,21.500 ,21.250 ,21.250 ,21.250 ,20.500 ,20.750 ,21.250 ,21.500 ,21.750 ,21.000 ,20.750 ,20.500 ,20.000 ,20.500 ,20.750 ,21.000 ,21.000 ,20.500 ,20.500 ,20.250 ,20.250 ,20.750 ,20.500 ,20.000 ,21.250 ,20.500 ,19.500 ,20.500 ,20.000 ,20.250 ,20.750 ,20.750 ,20.500 ,20.250 ,20.250 ,20.250 ,20.000 ,21.000 ,20.500 ,21.000 ,21.250 ,20.750 ,20.250 ,19.500 ,19.500 ,19.750 ,20.000 ,21.250 ,24.3125 ,17:12:38.744
25.000 ,25.250 ,24.500 ,23.500 ,20.750 ,19.500 ,19.500 ,19.750 ,22.750 ,23.750 ,22.250 ,23.750 ,20.250 ,21.250 ,20.250 ,21.500 ,21.000 ,21.750 ,21.250 ,21.250 ,20.750 ,20.500 ,21.250 ,21.250 ,21.250 ,21.250 ,20.500 ,20.250 ,21.250 ,20.250 ,20.750 ,20.250 ,20.250 ,20.250 ,20.000 ,20.000 ,20.250 ,20.500 ,21.250 ,20.750 ,21.000 ,20.250 ,20.000 ,19.500 ,20.250 ,20.750 ,20.750 ,21.500 ,19.500 ,20.500 ,20.500 ,19.500 ,20.250 ,21.250 ,20.750 ,21.250 ,21.250 ,20.250 ,20.000 ,19.750 ,19.250 ,19.750 ,20.750 ,21.000 ,24.3125 ,17:12:38.845
25.250 ,25.500 ,24.500 ,24.000 ,20.500 ,20.250 ,20.250 ,20.750 ,22.750 ,23.250 ,22.250 ,23.500 ,20.500 ,20.750 ,20.750 ,21.250 ,22.250 ,21.000 ,21.750 ,21.250 ,20.500 ,20.500 ,20.250 ,21.500 ,21.750 ,21.250 ,20.750 ,19.500 ,20.750 ,20.250 ,20.250 ,21.000 ,20.750 ,19.750 ,20.500 ,20.000 ,20.250 ,20.250 ,20.750 ,20.000 ,21.000 ,20.500 ,19.500 ,20.250 ,20.250 ,20.500 ,20.500 ,21.750 ,20.750 ,20.750 ,19.750 ,20.000 ,20.250 ,20.500 ,20.500 ,21.750 ,21.250 ,20.500 ,20.250 ,21.000 ,20.250 ,20.000 ,20.500 ,21.250 ,24.3750 ,17:12:38.947
25.000 ,25.000 ,24.750 ,22.750 ,21.000 ,20.250 ,20.000 ,20.750 ,23.000 ,23.250 ,22.500 ,22.750 ,20.250 ,20.750 ,20.750 ,21.750 ,22.000 ,21.000 ,21.750 ,21.250 ,21.250 ,20.750 ,20.750 ,21.250 ,21.500 ,21.750 ,21.000 ,20.250 ,20.250 ,21.000 ,21.000 ,20.750 ,21.000 ,20.250 ,20.000 ,20.250 ,20.250 ,20.750 ,20.500 ,20.000 ,21.000 ,20.250 ,20.250 ,20.500 ,20.250 ,20.750 ,20.750 ,21.000 ,20.500 ,20.000 ,19.750 ,19.750 ,20.000 ,21.250 ,21.000 ,21.250 ,21.250 ,20.250 ,20.000 ,19.500 ,20.500 ,19.500 ,21.250 ,22.000 ,24.3125 ,17:12:39.046
24.750 ,25.000 ,24.000 ,22.500 ,20.000 ,20.500 ,20.000 ,20.000 ,21.750 ,23.500 ,21.750 ,22.750 ,20.000 ,20.750 ,20.000 ,21.000 ,21.500 ,21.250 ,21.250 ,20.750 ,20.500 ,20.250 ,20.500 ,20.750 ,21.250 ,20.750 ,20.250 ,20.500 ,19.750 ,20.000 ,20.250 ,21.250 ,20.000 ,20.250 ,19.250 ,20.500 ,20.250 ,20.000 ,20.500 ,20.000 ,21.250 ,19.750 ,19.250 ,20.250 ,20.500 ,20.000 ,20.500 ,21.500 ,19.500 ,20.750 ,20.000 ,19.750 ,20.000 ,20.750 ,20.750 ,21.000 ,20.500 ,19.750 ,20.000 ,19.750 ,19.500 ,19.750 ,19.750 ,20.500 ,24.3750 ,17:12:39.147
